Название|Адрес|Долгота|Широта
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Гидромонтажная, 46|82.978325199503|54.859135223887
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Станиславского, 52|82.873043217003|54.966627926714
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Пархоменко 1-й пер, 32|82.880610995705|54.989672915405
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Широкая, 113|82.848424048241|54.993202935421
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Герцена, 11|82.965580300645|54.960539774228
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Танкистов, 23 к2|82.82389107687|54.983371581496
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Бориса Богаткова, 222|82.976252528781|55.034920201071
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Бориса Богаткова, 50|82.947048903388|55.012402550016
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Доватора, 13/1|82.99750366631|55.044180365231
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Демакова, 2|83.099259274216|54.863383509115
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Клубная, 37|82.792887788393|55.018992401953
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Морской проспект, 25|83.098993878035|54.834712388843
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Пархоменко 2-й пер, 7|82.874976074859|54.990957090952
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Мичурина, 12|82.924055455668|55.04187322861
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Героев Революции, 5|83.097892367972|54.972638944767
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Связистов, 157|82.843263461969|54.963625764967
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Зорге, 47/1|82.911207556144|54.935334537151
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Тургенева, 155|82.956006599992|55.018048185547
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Карла Маркса проспект, 6/1|82.898815504424|54.983378068659
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Русская, 1|83.041706838072|54.849401666683
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Шукшина, 3|83.124567062276|54.939021409228
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Авиастроителей, 3|82.968337560756|55.070903802239
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Мира, 63|82.925445450987|54.963564437927
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Палласа, 39|82.880339528841|54.946913900302
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Барьерная, 14|82.980843981532|54.864089501978
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Бронная, 7|82.956931098585|54.947592567656
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Немировича-Данченко, 137/2|82.903724884811|54.9742271465
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Адриена Лежена, 5/1|82.987247901061|55.040447835041
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Тюленина, 21/1|82.938636020172|55.114673448531
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Кузьмы Минина, 24|82.939879905952|55.07618943794
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Перевозчикова, 8|82.907623318474|55.060781378218
Радуга, сеть аптек|Волховская, 30|82.839711357894|54.969465016488
Радуга, сеть аптек|Гурьевская, 64|82.952584339774|55.013694375963
Радуга, сеть аптек|Лобова, 34|82.981619376823|55.00254570021
Радуга, сеть аптек|Петухова, 73|82.9230991032|54.942028246669
Радуга, сеть аптек|Русская, 37|83.051593701294|54.847381854441
Радуга, сеть аптек, Эконом аптека|Челюскинцев, 30/1|82.90656875021|55.039384355683
Радуга, сеть аптек, Эконом аптека|Карла Маркса проспект, 6|82.898320982585|54.983872766175
Радуга, сеть аптек|Дуси Ковальчук, 75/3|82.893747402504|55.053902923596
Радуга, сеть аптек|Пушкина, 52|83.303973954107|54.636771787197
Радуга, сеть аптек|Ватутина, 107|82.938121756432|54.963730615973
Радуга, сеть аптек, Эконом аптека|Титова, 30|82.869920156113|54.982280188006
Радуга, сеть аптек|Сибиряков-Гвардейцев, 22|82.895936722031|54.978864670964
Радуга, сеть аптек|Громова, 7/1|82.909077226498|54.937252776907
Радуга, сеть аптек|Дуси Ковальчук, 398|82.928945640486|55.065447275316
Радуга, сеть аптек|Дуси Ковальчук, 266/2|82.91558680164|55.059612588923
Радуга, сеть аптек|Богдана Хмельницкого, 18|82.942884629301|55.069677801375
Радуга, сеть аптек, Аптека Ваше Здоровье|Ватутина, 21|82.893556416854|54.985236222926
Радуга, сеть аптек, Эконом аптека|Учительская, 20|82.971001046705|55.077758689072
Радуга, сеть аптек, Аптека Ваше Здоровье|Морской проспект, 6|83.109255330718|54.840643143547
Радуга, сеть аптек, Эконом аптека|40 лет Комсомола, 8|82.981834815585|54.859608682683
Радуга, сеть аптек, Аптека Ваше Здоровье|Бориса Богаткова, 186|82.966567726984|55.028704389944
Радуга, сеть аптек, Аптека Ваше Здоровье|Рассветная, 5/1|82.967048759057|55.108823938475
Радуга, сеть аптек, Эконом аптека|Крылова, 27|82.92815741192|55.041271218651
Радуга, сеть аптек|Пархоменко, 90/1 к2|82.849604657215|54.987001668681
Радуга, сеть аптек|Дзержинского проспект, 30|82.975682226663|55.055836163581
Радуга, сеть аптек|Котовского, 10|82.880066097652|54.993420833151
Радуга, сеть аптек|Красный проспект, 157/1|82.91007778064|55.059359779697
Радуга, сеть аптек|Краснообск пос, ТЦ|82.98350322103|54.919356339964
Радуга, сеть аптек, Эконом аптека|Гоголя, 38|82.935781261441|55.043291322394
Радуга, сеть аптек, Эконом аптека|Кошурникова, 5|82.956028424579|55.043344459844
Радуга, сеть аптек|Станиславского, 6|82.870143402849|54.988371886848
Радуга, сеть аптек|Владимировская, 26/1|82.882896060594|55.043784490372
Радуга, сеть аптек, Эконом аптека|Титова, 1|82.889427808594|54.982039554101
Радуга, сеть аптек|Даргомыжского, 8а|82.926457316689|55.073054873469
Аптека.ру, служба доставки лекарств|Садовая, 27Б|82.64509799615|55.085777632919
Радуга, сеть аптек|Немировича-Данченко, 142|82.914761964753|54.988335088772
Радуга, сеть аптек|Красина, 62|82.961502413921|55.04683803674
Радуга, сеть аптек|Нарымская, 23|82.9049077072|55.043718685636
Аптека.ру, служба доставки лекарств|Адриена Лежена, 16|82.979773398107|55.043617696486
Аптека.ру, служба доставки лекарств|Рельсовая, 3|82.922574134716|55.054216573215
Аптека.ру, служба доставки лекарств|Новосибирская, 20/1|82.843094599939|54.988565404079
Аптека.ру, служба доставки лекарств|Гусинобродское шоссе, 20|83.002490916656|55.035294013273
Гармония, аптека|Вокзальная магистраль, 2|82.899278777511|55.03441378405
Аптека, ИП Юленкова С.В.|Зыряновская, 57|82.940095085751|55.010800730893
Ноль Боль, аптечная сеть|Кропоткина, 269|82.935369990236|55.057300502774
Аптека, ООО Натали-Н|Дуси Ковальчук, 185|82.920975824505|55.063095806152
Ноль Боль, аптечная сеть|Свечникова, 1|82.945197391603|55.110356864992
Ноль Боль, аптечная сеть|Курчатова, 11|82.969179712213|55.105835067359
Антей, ООО, аптека|Горский микрорайон, 69/1|82.889267970911|54.995677252749
ДНК Фарм, ООО, сеть аптек|Индустриальный микрорайон, 13|83.306451101914|54.628140738889
ДНК Фарм, ООО, сеть аптек|Центральная, 46|83.236919965989|54.675035005951
ДНК Фарм, ООО, сеть аптек|Юбилейный проспект, 23|83.288253699014|54.621825104826
ДНК Фарм, ООО, сеть аптек|Комсомольская, 3|83.297655709232|54.642719958903
Аптека, ООО Новосибфарм|Ленина, 20|82.910545904517|55.029377544652
Образцовая аптека|Блюхера, 27|82.893165313388|54.985974011189
Санта Фарм, аптека|Гурьевская, 78|82.955592039388|55.015914313331
Солнышко, ООО, аптека|Челюскинцев, 5|82.898393497152|55.037232681793
Ваше здоровье, ООО, сеть аптек|Энгельса, 13 / 40 лет Комсомола, 8|82.9818348155852|54.8596086826827
Мелодия Здоровья, сеть аптек|Дуси Ковальчук, 266|82.9161772125721|55.0604333605165
Аптечный Двор, ИП Потапов И.А.|Депутатская, 48|82.927090522914|55.02930530353
Радуга, сеть аптек|Восход, 7|82.942654497232|55.014297392341
Ладушка, федеральная сеть аптек|Вокзальная магистраль, 6|82.904993088462|55.033452278988
Ладушка, федеральная сеть аптек|Карла Маркса площадь, 5|82.892531914499|54.982433767487
Белая аптека, группа аптек|Крылова, 47|82.933153796814|55.041700467947
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Полярная, 3/1|82.860186753001|55.027016895575
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Рельсовая, 4|82.924020399513|55.054170148637
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Ульяновская, 1|82.97376357788|54.995106359102
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Красный проспект, 220 к1|82.911998182992|55.068032000555
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Рассветная, 1|82.965314302486|55.108601151552
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Дзержинского проспект, 44|82.994524237514|55.06482286638
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Новоуральская, 27/1|82.955899743142|55.176170952144
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Лебедевского, 2/1|82.923463519594|55.082047965645
Аптека.ру, служба доставки лекарств|Титова, 30|82.869920156113|54.982280188006
Аптека.ру, служба доставки лекарств|Карла Маркса проспект, 57|82.911537414092|54.992637341088
Аптека, ООО Клавейсон|Полтавская, 27|82.847662877724|54.973612187066
АНЦ Вита, аптека|Каменская, 38|82.928516178902|55.0320132051
Аптечный пункт, ООО Движение|Узорная, 8|83.078350777432|54.922873855623
Аптека, ООО Спец Фарм|Власова, 11|82.946112519577|55.07821434038
Добрый Доктор, аптека|Линейная, 45|82.91965010086|55.051459337356
Леди-фарм плюс, аптека|Петропавловская, 1|82.862929711672|54.985087601235
Тонус, аптека|Кольцово пос, 19|83.187638064813|54.940725824787
Имплозия, аптека|Станиславского, 3|82.871069955928|54.989776576345
Аптека города, аптечная сеть|Военная, 5|82.936619140084|55.028686930313
Сеть аптечных пунктов, Муниципальная Новосибирская аптечная сеть|Владимировская, 5|82.891227875539|55.033107738894
САНТИ, аптечная сеть|Тюленина, 17/1|82.941687723202|55.11124335895
Социальная аптека, ИП Потапов И.А.|Авиастроителей, 14|82.97631470834|55.07390998938
Аптека, ООО Медикон|Ленина, 36|83.098556056535|54.761741626188
Белый лотос, аптека|Котовского, 17|82.874474211174|54.991817194534
Аптека, ЗАО ТТЦ Изумруд|Демакова, 3|83.101816850856|54.864242351087
Адонис, ООО, аптека|Дзержинского проспект, 45|82.973177961139|55.055801461978
Аптека.ру, служба доставки лекарств|Карла Маркса проспект, 43|82.907362517005|54.990096654384
Бережная аптека, ГК Фармаимпекс|Блюхера, 7|82.889539408195|54.983822865474
Регионфарм, ООО, сеть аптек|Героев Революции, 12/1|83.095973405583|54.973917002551
Аптека.ру, служба доставки лекарств|Никитина, 13/1|82.955969274154|55.009416166131
Аптека.ру, служба доставки лекарств|Бориса Богаткова, 208/1|82.976070734439|55.035809751932
Аптека.ру, служба доставки лекарств|Ленинградская, 98 к1|82.953818647632|55.014742526225
Аптека, ООО Авангард-Фарм|Дмитрия Шамшурина, 43|82.896073496095|55.035843976157
Сонекс-Н, аптека|Сибиряков-Гвардейцев, 32|82.896614761425|54.976765112959
Бердская, сеть аптек|Ленина, 15|83.091141256844|54.764923244541
Бердская, сеть аптек|Рогачёва, 15|83.061341299096|54.752117901006
Бердская, сеть аптек|Первомайская, 12|83.097963755381|54.766162479733
Бердская, сеть аптек|Ленина, 11/1|83.078079094865|54.76878262012
Бердская, сеть аптек|Красная Сибирь, 123|83.058658175809|54.746693448624
Бердская, сеть аптек|Пионерская, 1|83.093249792073|54.750614792729
Круглосуточная аптека, ООО|Титова, 9|82.883879060635|54.982267063886
Аптека, ООО ФармИнвест|Панфиловцев, 1|82.976267439474|55.026108113534
ДНК Фарм, ООО, сеть аптек|Южный микрорайон, 41Б|83.286142300941|54.614888955547
Радуга, сеть аптек, Эконом аптека|Красный проспект, 45|82.918491352235|55.0357986519231
Аптека, ООО Юнисиб М|Троллейная, 130/1|82.852191159201|54.964339307385
РИАЛ, ООО, аптека|Немировича-Данченко, 141|82.90896170362|54.977033850747
Аптека 36.6, национальная аптечная сеть|Советская, 20|82.916323404949|55.031735407535
Сибирский аптекарь, аптека|Дзержинского проспект, 79|82.989757680932|55.06325611337
Интра, аптека|Первомайская, 234|83.049670839179|54.978030532922
Сеть аптек, ООО Фармос|Гребенщикова, 13|82.941977995661|55.113639817505
Аурум, аптека|Родники, 1|82.950322449083|55.109857054568
Астрафарм, ООО, аптека|Красный проспект, 173|82.909862217979|55.067265234281
Кедр, аптека|Советская, 50|82.913371378184|55.042772204983
Аптека, ОАО Фармация|Ленина, 83|83.109216354596|54.7593283412
Эдельвейс, система аптек|Красный проспект, 13|82.921544698964|55.024121266732
Радуга, сеть аптек, Эконом аптека|Бориса Богаткова, 239|82.977384493213|55.038213602514
Радуга, сеть аптек|Энергетиков проезд, 9|82.877224188558|55.009130176702
Аптека.ру, служба доставки лекарств|Вокзальная магистраль, 15|82.913081295701|55.032366004863
Белая аптека, группа аптек|Лазурная, 4/3|83.008912961629|55.033673320863
Аптека, ООО Мир здоровья Плюс|Лескова, 252/1|82.97047776288|55.013490863493
Аптека 36.6, национальная аптечная сеть|Станиславского, 17|82.873363213118|54.981796765611
Аптека, ООО Магистр|Береговая, 1|82.776024211199|55.098375821023
Медсибфармация-Н, ООО, аптека|Залесского, 6 к7|82.93277303694|55.072520255182
Моя Аптека, сеть аптек|Богдана Хмельницкого, 36|82.9502933419917|55.0734796071162
Муниципальная новосибирская аптечная сеть, аптека, Аптека №253|Дуси Ковальчук, 16|82.886752540508|55.04864104097
Муниципальная новосибирская аптечная сеть, аптека, Аптека №252|Оловозаводская, 1/2|82.957846145086|54.965469385657
Муниципальная новосибирская аптечная сеть, аптека, Аптека №25/2|Объединения, 42|82.957916959605|55.094164959415
Муниципальная новосибирская аптечная сеть, аптека, Аптека №72|Рассветная, 2/5|82.970644302771|55.109951947982
Муниципальная новосибирская аптечная сеть, аптека, Аптека №3|Восход, 18|82.941258856439|55.012011336247
Муниципальная новосибирская аптечная сеть, аптека, Аптека №65|Первомайская, 156|83.088205191678|54.971373037841
Муниципальная новосибирская аптечная сеть, аптека, Аптека №6|Крылова, 15|82.926738334457|55.041145543271
Муниципальная новосибирская аптечная сеть, аптека, Аптека №135|Жуковского, 115|82.89218165048|55.059833606975
Муниципальная новосибирская аптечная сеть, аптека, Аптека|Линейная, 29|82.901744798381|55.048823525209
Аптека, ОАО Фармация|Строительная, 5|82.708812317974|54.991925752841
Аптека 36.6, национальная аптечная сеть|Светлановская, 50|82.932941919851|55.081855852343
Мелодия здоровья, сеть аптек|Дзержинского проспект, 30/1|82.976527045097|55.056233547009
Мелодия здоровья, сеть аптек|Станиславского, 40/1|82.873038911|54.969116608601
Мелодия здоровья, сеть аптек|Ленина, 27|83.094996335441|54.763728340919
Мелодия здоровья, сеть аптек|Дуси Ковальчук, 1/1|82.882155044038|55.04929351778
Мелодия здоровья, сеть аптек|Объединения, 80|82.962418922556|55.095876586539
Префарм, ООО, сеть аптек|Ольги Жилиной, 73|82.931454698412|55.045902027262
Добрый друг, аптека|Зыряновская, 57|82.940095085751|55.010800730893
Моя Аптека, сеть аптек|Станиславского, 8|82.870743392097|54.985225192177
Сеть аптек, ООО ФК СП-Фарм|Комсомольская, 23|82.960482198549|54.95645131071
Сеть аптек, ООО ФК СП-Фарм|Комсомольская, 4|82.964997533835|54.957147093207
Аптека, ЗАО СибВестТоп|Сибиряков-Гвардейцев, 43|82.902629905992|54.963307770125
Аптека, ООО Универсал|Первомайская, 39/4|83.109433914527|54.966354706324
Сибирский аптекарь, аптека|Дзержинского проспект, 38|82.984886651149|55.060292405472
Ритм, ООО, сеть аптечных пунктов|Шукшина, 13/1|83.120781046821|54.938312244909
Регионфарм, ООО, сеть аптек|Выборная, 142/1|83.019688520637|55.002309482135
Ромашка, сеть аптек|Гоголя, 29|82.933858835983|55.044219164043
Ромашка, сеть аптек|Пархоменко, 14|82.868555124145|54.987914149902
Сеть аптек, ООО Фармос|Тюленина, 15|82.946829475634|55.109813536945
Сеть аптек, ООО Фармос|Тюленина, 19|82.938515942416|55.112589340981
Аптека, ООО ПК Фирма Синопсис|Урманова, 11|82.95253611175|54.964898068899
Аптека на Инском, ООО, №7|Героев Революции, 32/1|83.083285370954|54.977226399498
Аптека №227|Микрорайон, 7|82.638381613549|55.085653296055
Аюр Дент и К, аптека|Нарымская, 11|82.910132964328|55.039323796764
Столичный доктор, сеть аптек|Забалуева, 78Б|82.806305734837|54.988698814889
Столичный доктор, сеть аптек|Первомайская, 196|83.070229337711|54.974330815262
Столичный доктор, сеть аптек|Кирова, 25|82.94214676201|55.018251988622
Аптека, ООО Викон|Кирова, 108|82.952282969764|55.01263459799
Радуга, сеть аптек|Гусинобродское шоссе, 11/1 ст2|83.001263953936|55.036837761711
Радуга, сеть аптек, Эконом аптека|Гоголя, 17|82.925998777552|55.043136273252
Ноль Боль, аптечная сеть|Земнухова, 8|82.952672614792|55.110143291049
Макси плюс, аптека|Никитина, 68|82.962565273507|55.013833896428
Мила-Фарм, аптека|Садовая, 34|82.965262658833|55.137915158619
Круглосуточная аптека, ООО|Сибирская, 40|82.908464849686|55.035700898555
ВиТ, аптека|Дзержинского проспект, 81|82.992256568099|55.064412999032
Витафарм, ООО, аптека|Сибиряков-Гвардейцев, 50|82.900581035825|54.963275284328
Аптечный пункт, ООО Эрва|Холодильная, 16|82.885294947441|55.050365877324
Кантарис, гомеопатическая аптека|Чаплыгина, 18|82.91254282252|55.024976646629
Аквавива, ООО, аптека|Пархоменко, 26|82.859430259117|54.987742855305
Пульс, сеть аптек|Комсомольская, 24|83.098768575573|54.764311311761
Нега, аптека|Грибоедова, 34|82.958351252776|55.006971339881
Эвалар, сеть аптек|9 Гвардейской Дивизии, 25|82.843787061126|54.968390524778
Аптека на Ключ-Камышенском, ООО Транс-ДОМ|Ключ-Камышенское Плато, 7а|83.03980622843|54.987013875715
Эдельвейс, аптека|Титова, 41/1|82.863770596289|54.981322203024
Витана, аптечная сеть|Подгорный микрорайон, 32|83.288106735166|54.625057072816
Оптимэ+, ООО, сеть аптек|Украинская, 60|83.289954890401|54.619058324435
Оптимэ+, ООО, сеть аптек|Южный микрорайон, 66а|83.277553377746|54.615932500203
Сибиряк, аптека|Московская, 97|82.943554742828|55.018324034959
Сириус, аптека|Ключ-Камышенское Плато, 14|83.046171856783|54.98794093364
Здравствуйте, сеть аптек|Семьи Шамшиных, 88|82.929097266032|55.046193440081
Здравствуйте, сеть аптек|Тульская, 90/2|82.912607337865|54.977145543689
Здравствуйте, сеть аптек|Дачная, 60 к14|82.903135572529|55.065832709772
Юнона, аптека|Красный проспект, 173|82.909862217979|55.067265234281
Аптека, ООО Розничные системы|Немировича-Данченко, 155|82.91293356465|54.984003844624
Фармавита, аптека|Троллейная, 39|82.860005721919|54.978579001719
Аптека, ООО Первая помощь|Фрунзе, 12|82.927130683189|55.036926977654
Фарм-Лайт, аптека|Красный Яр пос, 22 к3|82.909821649814|55.219153345046
Эвентус, аптека|Южная, 40/3|82.849927361279|54.982552555189
Планета здоровья, аптека|Ленина, 17|82.909538268498|55.028485115887
Линия жизни, аптека|Семьи Шамшиных, 12|82.934304364745|55.027128570601
Жизнь, аптека|Семьи Шамшиных, 32|82.932586152367|55.033107746827
Социальная аптека, ООО Примекс-Алтая|Кропоткина, 130/5|82.939640518028|55.057385127848
Эпиона, аптека|Островского, 78|83.097123136498|54.757794303672
Аптека, ООО Клиника Санитас|Молдавская, 50|83.295739788355|54.617852525195
Сибирский Провизор, ООО, аптека|Саратовская, 2|82.886773630179|55.038791265657
Незабудка, аптека|Селезнёва, 31 к1|82.945552185835|55.043083315159
Аптечный пункт, пос. Сосновка|Центральная, 12|82.954743987188|54.682596340169
Аптечный пункт, ИП Колмакова С.Г.|Родники, 2|82.948826879661|55.109596610929
Антей, аптека|Гребенщикова, 12|82.94292251207|55.113256738149
Вектор-Медика, аптека|Кольцово пос, АБК к12а|83.206413724701|54.952264189866
Модерн-Фарма, аптека|Ленина, 94|82.896300770296|55.039018270982
Аптечный пункт, с. Ярково|Первомайская, 9|82.600558272798|54.811105680366
Бережная аптека, ГК Фармаимпекс|Бориса Богаткова, 206|82.973272078462|55.033703944769
ДНК Фарм, ООО, сеть аптек|Нагорная, 9|83.328201007597|54.575544856541
Аптека, ООО Амега|ЖКО аэропорта, 25/2а|82.69212407808|54.995362995176
Аптека, ООО МЕРА|Дзержинского проспект, 10|82.963070057907|55.049646420781
Домашняя Аптека, ООО|Кирова, 46/2|82.940049647385|55.018032701908
Аптека, ООО АРДИЯ|Ленинградская, 324|82.978858514402|55.0043570371
Аптека, ООО СистемА|Петухова, 22/1|82.900907020805|54.940219495947
Радуга, сеть аптек|Советская, 2|82.921616265158|55.0200881429
Аптека 36.6, национальная аптечная сеть|Красный проспект, 17|82.920896131841|55.026619169589
Аптека 36.6, национальная аптечная сеть|Гоголя, 17|82.925998777552|55.043136273252
Аптека 36.6, национальная аптечная сеть|Красный проспект, 57 / Крылова, 10а|82.917173539978|55.039645261235
Эдельвейс, система аптек|Немировича-Данченко, 147/3|82.912708473035|54.981275614248
Фармакопейка, сеть аптек-дискаунтеров|Трикотажная, 60/3|82.964369152215|55.068088033968
Белая аптека, группа аптек|Троллейная, 1|82.857621560618|54.992883467757
Ноль Боль, аптечная сеть|Дзержинского проспект, 71а|82.984247933496|55.06064744858
Радуга, сеть аптек|Максима Горького, 6|83.106594403023|54.75902413437
Ноль Боль, аптечная сеть|Кочубея, 1|82.954993336162|55.10574091344
Белая аптека, группа аптек|Орджоникидзе, 30|82.931057576887|55.031671130088
Радуга, сеть аптек, Эконом аптека|Зорге, 179|82.92137286154|54.934677031749
